1166824	3765261
1166824	3765262
1166824	3765302
1166824	3765303
1166825	3765261
1166825	3765262
1166825	3765302
1166825	3765303
1166826	3765264
1166826	3765300
1166826	3887747
1166826	4798880
1166827	3765264
1166827	3765300
1166827	3887747
1166827	4798880
1166830	1956
1166830	2211
1166830	3813089
1166830	3813090
1166830	4035984
1166830	4035985
1166831	1956
1166831	2211
1166831	3813089
1166831	3813090
1166831	4035984
1166831	4035985
1166832	1955
1166832	1956
1166832	2210
1166832	2211
1166832	3673587
1166832	3673588
1166832	3747837
1166832	3764979
1166832	3764980
1166832	3813082
1166832	3813083
1166832	3813084
1166832	3813085
1166832	3813086
1166832	3926298
1166832	3926299
1166832	3926339
1166832	4035988
1166832	4035989
1166832	4035990
1166832	4035991
1166832	4035992
1166832	4036205
1166832	4036206
1166832	4036207
1166832	4036640
1166832	4037183
1166832	4037184
1166832	4044996
1166832	4459260
1166833	1955
1166833	1956
1166833	2210
1166833	2211
1166833	3673587
1166833	3673588
1166833	3747837
1166833	3764979
1166833	3764980
1166833	3813082
1166833	3813083
1166833	3813084
1166833	3813085
1166833	3813086
1166833	3926298
1166833	3926299
1166833	3926339
1166833	4035988
1166833	4035989
1166833	4035990
1166833	4035991
1166833	4035992
1166833	4036205
1166833	4036206
1166833	4036207
1166833	4036640
1166833	4037183
1166833	4037184
1166833	4044996
1166833	4459260
1166834	1965
1166834	1967
1166834	2036
1166834	2155
1166834	2220
1166834	2222
1166834	3442415
1166834	3442416
1166834	3687428
1166834	3687469
1166834	3764615
1166834	3764616
1166834	3764660
1166834	3764661
1166834	3764811
1166834	3764812
1166834	3764845
1166834	3926387
1166834	3926439
1166834	4016265
1166834	4016266
1166834	4016267
1166834	4016268
1166834	4016324
1166834	4016325
1166834	4016326
1166834	4016327
1166834	4036649
1166834	4036767
1166834	4036769
1166834	4036822
1166834	4036985
1166834	4036986
1166834	4037196
1166834	4037197
1166834	4037198
1166834	4037199
1166834	4459252
1166834	4459253
1166834	4651134
1166834	4651135
1166834	6591456
1166834	6591457
1166834	7161642
1166834	7161643
1166834	7161644
1166834	7170814
1166834	7170815
1166834	7170816
1166834	7170817
1166834	7275450
1166834	7275451
1166834	7275452
1166834	7275453
1166835	1965
1166835	1967
1166835	2036
1166835	2155
1166835	2220
1166835	2222
1166835	3442415
1166835	3442416
1166835	3687428
1166835	3687469
1166835	3764615
1166835	3764616
1166835	3764660
1166835	3764661
1166835	3764811
1166835	3764812
1166835	3764845
1166835	3926387
1166835	3926439
1166835	4016265
1166835	4016266
1166835	4016267
1166835	4016268
1166835	4016324
1166835	4016325
1166835	4016326
1166835	4016327
1166835	4036649
1166835	4036767
1166835	4036769
1166835	4036822
1166835	4036985
1166835	4036986
1166835	4037196
1166835	4037197
1166835	4037198
1166835	4037199
1166835	4459252
1166835	4459253
1166835	4651134
1166835	4651135
1166835	6591456
1166835	6591457
1166835	7161642
1166835	7161643
1166835	7161644
1166835	7170814
1166835	7170815
1166835	7170816
1166835	7170817
