,node,name,lat,lon,closeness,Station,Trafic
1156,12627,GARE DE L'EST,48.87619243475698,2.3586326958393027,0.00013943473276019312,GARE DE L'EST,20373189
1157,12721,GARE DE L'EST,48.87567135548821,2.357583347393136,0.00012492205203427359,GARE DE L'EST,20373189
1158,13677,GARE DE L'EST,48.87588703652639,2.35766518297707,0.0,GARE DE L'EST,20373189
1159,19598,GARE DE L'EST,48.87593186637593,2.358278333713854,0.0001699651635664818,GARE DE L'EST,20373189
1160,19599,GARE DE L'EST,48.87523993264867,2.357773928188207,0.0,GARE DE L'EST,20373189
1161,3465,EMILE ZOLA,48.906457816424556,2.5573085596291145,0.00011611090455711152,EMILE ZOLA,1466777
1162,3499,EMILE ZOLA,48.90709707631595,2.5566705035726716,0.00011803033458622841,EMILE ZOLA,1466777
1163,4944,EMILE ZOLA,48.85675154230017,2.4709636642567148,0.0001252772214216897,EMILE ZOLA,1466777
1164,4945,EMILE ZOLA,48.85667038006725,2.471208617513792,0.00012197221450616925,EMILE ZOLA,1466777
1165,5730,EMILE ZOLA,48.758436565941224,2.324027353751202,0.00014058022837799716,EMILE ZOLA,1466777
1166,5731,EMILE ZOLA,48.758580343996215,2.3237418345669676,0.00013540456307904115,EMILE ZOLA,1466777
1167,6925,EMILE ZOLA,48.73683356451826,2.263250482235262,0.00011715731908443446,EMILE ZOLA,1466777
1168,6926,EMILE ZOLA,48.73645569981123,2.262680297633257,0.00010969098415300323,EMILE ZOLA,1466777
1169,7825,EMILE ZOLA,48.75933546282939,2.3248020175823,0.00012616476139585815,EMILE ZOLA,1466777
1170,11125,EMILE ZOLA,48.92477310902637,2.20945267132122,7.837392040351248e-05,EMILE ZOLA,1466777
1171,11152,EMILE ZOLA,48.92435016744195,2.208935473437581,0.00010358684088246641,EMILE ZOLA,1466777
1172,14192,EMILE ZOLA,48.95262437736663,2.369880752664725,0.00010520686744930555,EMILE ZOLA,1466777
1173,14193,EMILE ZOLA,48.95280407808958,2.370003674653913,0.000124148571497539,EMILE ZOLA,1466777
1174,15482,EMILE ZOLA,48.803021990295115,2.3705894912230656,0.00014455225416632703,EMILE ZOLA,1466777
1175,23165,EMILE ZOLA,48.76780986749525,2.406217778152439,0.00011057066829295298,EMILE ZOLA,1466777
1176,24532,EMILE ZOLA,48.90676370239889,2.55713262535528,0.00011989805330043065,EMILE ZOLA,1466777
1177,26037,EMILE ZOLA,48.82792677241862,2.2386451625755623,0.00012462685503755315,EMILE ZOLA,1466777
1178,26038,EMILE ZOLA,48.82764796382916,2.2384142796457045,0.00012556748230800269,EMILE ZOLA,1466777
1179,3902,PLACE DES FETES,48.87551236341278,2.5436202154734446,0.00010743092492706557,PLACE DES FETES,3078947
1180,3903,PLACE DES FETES,48.87524420547944,2.5427743952539164,0.00010950525661674888,PLACE DES FETES,3078947
1181,6407,PLACE DES FETES,48.87756484127422,2.3940870996293606,0.00014845945469520272,PLACE DES FETES,3078947
1182,6408,PLACE DES FETES,48.87614515437271,2.3934451570742246,0.00015622379461307162,PLACE DES FETES,3078947
1183,4003,CHATEAU DE VINCENNES,48.84406453003791,2.440524593627664,0.00010475108170956521,CHATEAU DE VINCENNES,5581700
1184,4004,CHATEAU DE VINCENNES,48.84421708132009,2.4407972345378566,0.0,CHATEAU DE VINCENNES,5581700
1185,4167,CHATEAU DE VINCENNES,48.84398295485497,2.441314205634801,0.00010485666039171554,CHATEAU DE VINCENNES,5581700
1186,4266,CHATEAU DE VINCENNES,48.84456683341415,2.441669417641232,0.0001113031482508629,CHATEAU DE VINCENNES,5581700
1187,4873,CHATEAU DE VINCENNES,48.84411746963649,2.4416548963445663,0.00014202616604857136,CHATEAU DE VINCENNES,5581700
